PEMLR,PRTAGE,PESEX,STATE,PEEDUCA,PXRACE1,state
1,45,1,41,46,0,41
1,44,2,41,43,0,41
-1,1,1,41,-1,0,41
-1,1,1,41,-1,0,41
6,58,2,47,39,0,47
6,56,1,47,37,0,47
1,34,2,47,39,0,47
-1,8,2,47,-1,0,47
1,18,1,47,39,0,47
1,51,2,45,39,0,45
4,29,1,45,39,0,45
1,50,2,21,40,0,21
1,45,1,48,44,0,48
1,44,2,48,43,0,48
-1,13,1,48,-1,0,48
5,78,2,1,39,0,1
1,55,2,1,40,0,1
4,37,1,11,43,11,11
1,35,2,11,46,11,11
-1,4,2,11,-1,11,11
1,39,2,11,44,0,11
5,79,1,21,44,0,21
5,78,2,21,39,0,21
1,40,2,31,43,0,31
1,41,1,31,41,0,31
-1,8,1,31,-1,0,31
-1,5,2,31,-1,0,31
5,78,1,11,39,0,11
5,77,2,11,39,0,11
1,44,2,11,43,0,11
1,45,1,11,44,0,11
-1,13,1,11,-1,0,11
-1,26,1,11,42,0,11
7,28,2,11,40,0,11
-1,2,2,11,-1,0,11
-1,0,2,11,-1,0,11
5,75,1,39,43,0,39
5,68,2,39,39,0,39
1,30,1,39,39,0,39
1,58,1,11,43,0,11
1,40,1,11,39,0,11
5,77,2,11,43,0,11
1,76,1,11,43,0,11
1,43,1,49,44,0,49
1,39,2,49,44,0,49
-1,8,1,49,-1,0,49
-1,9,1,49,-1,0,49
-1,10,1,49,-1,0,49
1,26,1,42,40,0,42
1,28,2,42,39,0,42
1,30,1,42,39,0,42
7,53,1,38,42,0,38
1,53,1,38,43,0,38
1,54,2,38,41,0,38
1,72,1,40,39,0,40
1,55,2,40,43,0,40
7,19,1,40,39,0,40
6,60,1,39,39,0,39
5,73,2,1,39,0,1
1,73,1,1,43,0,1
5,66,2,1,43,0,1
5,70,2,1,37,0,1
5,80,1,1,34,0,1
1,61,2,1,39,0,1
7,45,1,36,39,21,36
7,29,2,36,39,21,36
-1,10,2,36,-1,21,36
-1,2,1,36,-1,21,36
-1,1,2,36,-1,21,36
4,21,1,37,39,0,37
1,61,2,37,39,0,37
1,19,1,21,39,0,21
1,51,1,21,40,0,21
-1,9,2,21,-1,0,21
-1,8,1,21,-1,0,21
1,52,2,39,41,0,39
7,57,1,39,39,0,39
6,29,1,39,37,0,39
1,38,2,37,39,0,37
1,38,1,37,36,0,37
7,18,1,37,38,0,37
-1,9,1,37,-1,0,37
7,21,2,6,39,0,6
1,22,1,6,37,0,6
-1,2,2,6,-1,0,6
1,68,1,39,42,0,39
5,74,1,6,43,0,6
1,54,1,21,40,0,21
1,47,2,21,42,0,21
5,64,1,21,43,0,21
5,63,2,21,43,0,21
5,63,2,21,43,0,21
1,37,2,29,39,0,29
1,16,2,29,36,0,29
1,40,1,12,39,0,12
1,68,1,12,43,0,12
5,79,2,1,40,0,1
1,56,1,26,39,0,26
1,56,2,26,42,0,26
1,31,1,50,39,0,50
1,35,2,50,43,0,50
-1,7,2,50,-1,0,50
-1,2,1,50,-1,0,50
4,52,2,6,40,0,6
1,51,1,6,40,0,6
-1,14,1,6,-1,0,6
-1,13,2,6,-1,0,6
7,37,2,26,43,11,26
1,44,1,26,43,11,26
-1,7,2,26,-1,0,26
5,71,1,25,43,0,25
5,72,2,25,44,0,25
1,33,2,50,39,0,50
1,32,1,50,39,0,50
-1,38,1,56,44,0,56
7,37,2,56,40,0,56
7,15,2,56,35,0,56
-1,14,1,56,-1,0,56
-1,11,2,56,-1,0,56
-1,9,2,56,-1,0,56
1,49,2,6,40,0,6
5,85,1,31,41,0,31
5,85,2,31,39,0,31
1,26,2,11,43,0,11
5,69,2,11,43,0,11
4,39,1,11,44,0,11
5,66,2,11,41,0,11
1,37,1,11,43,0,11
1,61,2,17,40,0,17
5,74,2,6,45,0,6
5,75,1,6,43,0,6
5,77,2,15,39,0,15
1,49,1,32,40,0,32
1,47,2,32,40,0,32
1,57,2,28,40,0,28
1,51,1,28,43,0,28
5,78,1,38,43,0,38
5,77,2,38,43,0,38
1,64,2,39,40,0,39
5,70,1,39,39,0,39
1,70,2,34,39,0,34
1,32,2,41,46,0,41
1,32,1,41,46,0,41
6,71,2,22,39,0,22
7,49,1,22,43,0,22
6,65,2,41,42,0,41
1,49,2,49,42,0,49
1,49,1,49,43,0,49
1,24,1,49,43,0,49
1,18,1,49,39,0,49
1,16,1,49,36,0,49
1,30,1,24,43,0,24
5,71,1,45,40,0,45
5,67,2,45,42,0,45
1,63,1,25,41,0,25
6,69,2,25,39,0,25
6,64,1,21,35,0,21
5,77,1,1,40,0,1
7,54,2,1,39,0,1
5,85,1,19,39,0,19
1,53,1,39,44,0,39
1,52,2,39,43,0,39
4,19,2,39,40,0,39
-1,13,2,39,-1,0,39
5,80,1,29,41,0,29
5,80,2,29,44,0,29
6,54,2,39,39,0,39
7,53,2,39,35,0,39
1,53,1,39,39,0,39
1,53,2,49,43,0,49
1,51,1,49,43,0,49
1,21,2,49,40,0,49
5,85,1,32,40,0,32
5,76,2,32,39,0,32
5,69,1,12,43,0,12
1,59,2,32,39,0,32
5,80,1,32,34,0,32
5,77,2,32,34,0,32
1,25,2,42,43,0,42
1,67,1,32,40,0,32
1,70,2,32,39,0,32
5,85,2,12,39,0,12
5,85,1,12,41,0,12
1,49,1,12,43,0,12
1,47,2,12,44,0,12
7,15,1,12,35,0,12
7,33,2,12,40,0,12
-1,7,1,12,-1,0,12
1,46,2,12,45,0,12
1,45,1,12,45,0,12
-1,7,1,12,-1,0,12
1,49,1,12,43,0,12
-1,42,2,12,39,0,12
-1,12,1,12,-1,0,12
5,66,1,12,42,0,12
7,63,2,12,42,0,12
1,58,2,12,40,0,12
1,21,2,12,39,0,12
1,27,1,19,40,0,19
7,29,2,19,40,0,19
-1,4,1,19,-1,0,19
-1,0,1,19,-1,0,19
4,28,1,49,43,0,49
1,26,2,49,43,0,49
1,29,1,29,43,0,29
1,53,1,6,43,0,6
5,80,2,6,33,11,6
5,61,2,13,41,0,13
5,74,2,33,40,0,33
1,43,2,33,39,0,33
6,44,1,33,39,0,33
1,22,2,33,40,0,33
1,17,2,33,36,0,33
1,63,1,33,43,0,33
5,65,2,33,44,0,33
1,55,1,33,42,0,33
5,64,2,53,40,0,53
1,31,1,33,39,42,33
7,35,2,33,43,42,33
-1,4,1,33,-1,42,33
-1,2,2,33,-1,42,33
-1,13,2,33,-1,42,33
1,39,1,33,40,0,33
1,39,2,33,40,0,33
-1,7,1,33,-1,0,33
-1,4,2,33,-1,0,33
-1,1,2,33,-1,0,33
5,77,1,53,44,21,53
5,76,2,53,43,21,53
1,56,2,34,39,0,34
4,24,2,34,40,0,34
-1,14,2,34,-1,0,34
1,28,2,49,43,0,49
1,29,1,49,40,0,49
-1,3,1,49,-1,0,49
-1,5,2,49,-1,0,49
-1,0,2,49,-1,0,49
7,39,2,29,34,0,29
1,44,1,29,34,0,29
1,16,1,29,34,0,29
-1,13,1,29,-1,0,29
-1,11,1,29,-1,0,29
-1,7,1,29,-1,0,29
-1,4,1,29,-1,0,29
-1,0,1,29,-1,0,29
-1,0,1,29,-1,0,29
5,76,2,39,40,0,39
1,32,2,39,40,0,39
-1,7,2,39,-1,0,39
5,66,2,44,39,0,44
1,39,1,34,44,0,34
1,41,2,34,43,0,34
-1,11,1,34,-1,0,34
5,73,1,54,43,0,54
6,59,1,54,42,0,54
1,63,2,34,39,0,34
5,70,1,34,39,0,34
5,85,2,54,39,0,54
5,80,1,54,39,0,54
1,59,2,54,43,0,54
1,65,1,54,43,0,54
1,45,1,54,39,0,54
1,45,2,54,43,0,54
-1,4,2,54,-1,0,54
5,80,1,54,40,0,54
1,59,2,39,43,0,39
1,64,1,39,44,0,39
1,30,1,39,43,0,39
1,44,2,35,39,0,35
1,45,1,35,44,0,35
1,76,1,9,46,0,9
1,66,1,35,43,0,35
1,55,2,49,40,0,49
1,34,2,49,44,0,49
6,51,2,15,39,0,15
7,16,2,15,36,0,15
-1,10,1,15,-1,0,15
1,56,2,45,40,0,45
1,31,1,15,39,0,15
1,32,2,15,39,0,15
5,78,1,15,39,0,15
7,72,2,15,39,0,15
-1,4,2,15,-1,0,15
1,49,1,55,40,0,55
-1,14,2,55,-1,0,55
-1,10,2,55,-1,0,55
5,69,2,5,41,0,5
5,69,1,5,39,0,5
1,44,2,55,35,21,55
1,47,1,55,35,21,55
1,18,1,55,39,21,55
7,16,1,55,34,21,55
-1,8,1,55,-1,21,55
5,67,1,15,39,0,15
5,66,2,15,39,0,15
1,29,2,15,41,0,15
7,28,2,15,43,0,15
6,47,1,5,39,41,5
1,38,2,5,39,41,5
1,25,2,15,39,0,15
-1,26,1,15,39,0,15
1,52,2,15,40,0,15
5,62,1,15,39,0,15
1,25,1,15,43,0,15
2,54,2,25,43,0,25
1,55,1,25,45,0,25
1,63,2,45,42,0,45
1,29,2,35,43,0,35
5,85,2,35,39,0,35
6,62,2,45,39,0,45
5,63,1,45,39,0,45
5,85,2,6,46,0,6
1,57,1,6,44,0,6
1,36,1,49,46,0,49
7,34,2,49,44,0,49
-1,8,1,49,-1,0,49
-1,6,1,49,-1,0,49
-1,4,2,49,-1,0,49
5,66,1,36,42,0,36
5,65,2,36,43,0,36
1,30,2,16,40,0,16
1,29,1,16,40,0,16
1,25,1,16,39,0,16
5,72,1,16,42,0,16
7,16,2,6,39,0,6
1,45,2,6,39,0,6
1,48,1,6,39,0,6
1,36,1,16,43,0,16
1,36,2,16,44,0,16
-1,11,2,16,-1,0,16
-1,10,1,16,-1,0,16
-1,8,2,16,-1,0,16
-1,6,1,16,-1,0,16
1,61,2,39,43,0,39
1,61,1,39,43,0,39
5,69,1,6,43,0,6
5,65,2,36,40,0,36
1,43,2,6,45,0,6
5,77,1,6,40,0,6
5,77,2,6,43,0,6
1,69,2,6,39,0,6
1,43,2,16,39,0,16
1,36,1,16,39,0,16
1,24,1,16,39,0,16
-1,13,2,16,-1,0,16
1,65,2,6,43,0,6
1,41,2,6,36,0,6
5,62,1,6,39,0,6
5,55,2,6,41,0,6
1,46,1,16,39,0,16
1,58,2,16,40,0,16
1,70,1,16,40,0,16
7,32,2,6,38,0,6
-1,5,1,6,-1,0,6
7,15,2,6,37,0,6
-1,9,2,6,-1,0,6
1,39,1,6,39,0,6
7,36,2,36,40,11,36
1,40,1,36,40,0,36
1,50,1,6,39,41,6
1,47,2,6,39,41,6
-1,14,1,6,-1,41,6
5,77,2,16,40,0,16
1,41,1,16,39,0,16
1,30,2,16,40,0,16
7,45,2,6,41,0,6
1,52,1,6,43,0,6
1,25,1,6,43,0,6
1,50,2,49,40,0,49
1,56,1,49,43,0,49
1,24,2,49,37,0,49
6,19,1,49,34,0,49
1,73,1,27,43,0,27
5,71,2,27,42,0,27
1,60,1,37,39,0,37
5,78,2,47,40,0,47
1,51,1,47,40,0,47
1,47,2,47,43,0,47
1,41,1,47,44,0,47
7,40,2,47,44,0,47
-1,13,2,47,-1,0,47
-1,2,1,47,-1,0,47
1,31,1,47,44,0,47
7,29,2,47,39,0,47
-1,1,1,47,-1,0,47
5,70,2,47,39,0,47
1,20,1,47,39,0,47
5,80,2,47,34,0,47
1,49,2,29,40,0,29
7,17,2,29,36,0,29
7,16,1,29,35,0,29
1,34,2,8,40,0,8
1,37,1,8,39,0,8
-1,12,2,8,-1,0,8
-1,8,2,8,-1,0,8
1,39,2,49,43,0,49
5,44,1,49,34,0,49
-1,10,2,49,-1,0,49
1,18,1,49,40,0,49
5,77,1,48,40,0,48
1,78,2,48,39,0,48
7,68,2,48,39,0,48
5,85,2,8,38,0,8
1,57,2,8,37,0,8
1,35,1,8,37,0,8
7,35,2,8,43,0,8
1,61,1,8,35,0,8
7,63,2,8,33,0,8
1,40,1,8,35,0,8
7,43,2,8,33,0,8
1,22,2,8,39,0,8
-1,21,2,8,40,0,8
-1,11,2,8,-1,0,8
1,25,1,8,35,0,8
1,40,1,8,39,21,8
1,67,2,8,39,21,8
1,67,1,8,42,0,8
-1,11,1,8,-1,0,8
-1,8,2,8,-1,0,8
-1,5,1,8,-1,0,8
6,62,1,8,39,0,8
1,49,2,48,43,0,48
1,59,1,48,41,0,48
7,15,2,48,35,0,48
1,63,1,48,43,0,48
5,64,2,48,43,0,48
1,37,2,28,40,0,28
1,35,2,29,39,0,29
5,61,2,9,43,0,9
5,70,1,9,40,0,9
1,30,2,9,43,0,9
6,62,2,19,42,0,19
1,56,1,19,42,0,19
1,41,1,9,43,0,9
1,42,2,9,46,0,9
-1,8,1,9,-1,0,9
-1,6,1,9,-1,0,9
-1,2,1,9,-1,0,9
1,60,2,9,43,43,9
4,62,1,9,42,43,9
1,41,1,49,44,0,49
1,46,2,49,45,0,49
7,48,2,2,39,0,2
1,57,1,2,39,0,2
1,24,2,2,39,0,2
-1,1,1,2,-1,0,2
1,35,2,16,43,0,16
1,34,1,16,39,0,16
-1,5,1,16,-1,0,16
-1,1,2,16,-1,0,16
7,51,2,50,39,0,50
1,62,1,50,33,0,50
6,65,1,20,39,0,20
6,49,2,22,40,0,22
7,19,2,22,40,0,22
1,21,2,5,40,0,5
7,21,2,5,40,0,5
7,21,2,5,40,0,5
1,29,2,48,40,0,48
1,33,1,48,40,0,48
-1,10,2,48,-1,0,48
1,40,2,30,43,0,30
-1,13,2,30,-1,0,30
-1,11,2,30,-1,0,30
1,55,1,30,41,0,30
1,18,1,30,37,0,30
7,21,2,30,39,0,30
5,66,1,54,40,43,54
5,62,2,54,40,43,54
1,23,1,17,43,0,17
1,31,1,8,42,0,8
2,31,2,8,40,0,8
1,59,2,40,44,0,40
1,61,1,40,39,0,40
5,34,1,36,39,0,36
1,29,2,36,42,0,36
1,49,2,42,43,0,42
1,53,1,42,44,0,42
1,18,1,42,37,0,42
1,16,2,42,35,0,42
-1,14,2,42,-1,0,42
4,50,1,6,43,0,6
1,27,1,37,42,0,37
7,71,2,48,43,0,48
6,70,1,48,40,0,48
5,63,2,30,40,0,30
1,46,2,6,43,0,6
5,77,1,32,44,0,32
5,70,1,16,40,0,16
6,56,2,37,43,0,37
5,80,2,37,39,0,37
7,80,2,17,43,0,17
5,80,2,13,43,0,13
5,62,2,20,43,0,20
6,62,1,20,40,0,20
1,56,1,1,40,0,1
1,50,2,1,40,0,1
1,24,1,1,40,0,1
7,25,2,36,43,0,36
6,24,2,36,43,0,36
2,35,2,48,39,0,48
-1,12,1,48,-1,0,48
-1,4,1,48,-1,0,48
5,85,2,9,39,0,9
1,33,1,48,38,0,48
1,30,2,48,40,0,48
1,43,1,8,39,0,8
1,46,2,8,43,0,8
1,41,1,40,41,0,40
1,37,2,40,43,0,40
5,70,2,53,42,0,53
5,69,1,53,39,0,53
5,64,1,6,42,0,6
1,60,2,6,42,11,6
5,63,2,6,40,11,6
6,22,1,45,39,0,45
1,50,2,45,39,0,45
1,19,1,45,39,0,45
2,27,1,41,43,0,41
1,60,1,41,43,0,41
1,27,1,41,39,0,41
1,61,2,41,43,0,41
1,45,1,25,43,0,25
4,45,2,25,46,0,25
-1,13,2,25,-1,0,25
-1,13,2,25,-1,0,25
5,80,1,1,45,0,1
5,80,2,1,43,0,1
5,85,1,37,40,0,37
5,74,2,37,39,0,37
1,54,2,42,43,0,42
1,76,1,29,39,0,29
5,70,2,29,39,0,29
6,63,2,29,39,0,29
1,25,1,6,44,0,6
1,26,1,6,44,0,6
1,34,1,26,39,0,26
1,35,1,28,39,0,28
7,34,2,28,39,0,28
1,85,2,28,40,0,28
6,68,1,33,35,0,33
1,68,2,40,39,0,40
1,70,1,40,34,0,40
1,22,1,40,39,0,40
1,41,1,31,41,0,31
1,39,2,31,44,0,31
1,18,1,31,37,0,31
4,16,1,31,36,0,31
7,15,1,31,35,0,31
-1,11,2,31,-1,0,31
1,54,2,38,40,0,38
1,53,1,38,41,0,38
1,48,1,48,42,0,48
1,63,1,6,39,0,6
1,49,2,6,43,0,6
7,21,2,6,43,0,6
1,52,2,32,43,0,32
1,64,1,32,43,0,32
1,33,1,54,37,0,54
5,80,1,17,44,23,17
1,64,2,17,43,23,17
1,54,2,12,43,0,12
1,22,2,48,38,0,48
1,21,1,48,38,0,48
1,25,1,48,38,0,48
-1,1,1,48,-1,0,48
5,80,2,1,40,0,1
5,80,1,1,41,0,1
1,34,2,50,44,0,50
1,31,1,36,45,0,36
7,30,2,36,43,0,36
-1,5,1,36,-1,0,36
-1,4,2,36,-1,0,36
-1,2,2,36,-1,0,36
1,28,1,56,39,0,56
1,28,2,56,43,0,56
2,27,1,56,42,0,56
1,60,1,6,38,0,6
1,26,1,6,39,0,6
1,62,1,25,39,0,25
5,80,2,6,42,11,6
7,52,2,6,40,0,6
7,26,1,6,44,0,6
7,15,2,6,35,0,6
5,67,2,24,39,0,24
5,85,1,24,39,0,24
1,50,2,24,44,0,24
1,35,2,51,44,0,51
1,33,1,54,43,0,54
1,47,1,16,39,0,16
7,43,2,16,39,0,16
-1,13,2,16,-1,0,16
5,80,1,12,43,0,12
7,31,2,27,39,0,27
1,30,1,27,39,0,27
-1,5,1,27,-1,0,27
-1,1,1,27,-1,0,27
7,54,1,48,34,0,48
6,80,2,54,33,0,54
1,64,1,54,44,0,54
1,60,2,54,39,0,54
5,70,2,29,40,0,29
5,70,1,29,39,0,29
1,60,2,13,38,0,13
1,32,1,13,46,0,13
1,32,1,20,40,0,20
5,70,1,39,44,0,39
5,67,2,39,41,0,39
1,58,1,20,43,0,20
1,58,2,20,43,0,20
1,63,1,12,39,0,12
5,66,2,12,39,0,12
1,52,2,26,43,0,26
7,16,2,26,36,0,26
1,42,1,39,43,0,39
1,35,2,39,44,0,39
-1,5,1,39,-1,0,39
-1,3,2,39,-1,0,39
1,68,1,37,43,0,37
5,59,2,37,43,0,37
2,27,2,30,43,0,30
1,29,1,30,40,0,30
-1,0,2,30,-1,0,30
1,65,1,9,44,0,9
5,62,2,9,39,0,9
1,26,2,9,39,0,9
-1,14,1,9,-1,0,9
1,67,2,50,43,0,50
1,63,1,50,43,0,50
1,47,2,20,39,0,20
1,38,1,20,33,0,20
-1,8,1,20,-1,0,20
-1,5,1,20,-1,0,20
1,33,1,2,40,0,2
1,27,1,2,44,0,2
1,45,1,54,40,0,54
1,42,2,54,44,0,54
7,16,2,54,37,0,54
7,15,2,54,35,0,54
-1,12,2,54,-1,0,54
-1,10,2,54,-1,0,54
1,27,1,6,39,0,6
1,47,2,6,39,0,6
1,38,1,6,39,0,6
4,63,1,6,44,0,6
1,64,2,6,44,0,6
1,54,1,6,43,0,6
7,54,2,6,43,0,6
1,26,2,6,43,0,6
7,21,1,6,40,0,6
1,50,2,17,43,0,17
1,47,1,17,43,0,17
1,16,2,17,35,0,17
-1,14,2,17,-1,0,17
5,78,1,48,44,0,48
5,75,2,48,40,0,48
7,45,1,48,34,0,48
1,26,1,26,41,0,26
7,25,2,26,42,0,26
-1,0,1,26,-1,0,26
7,25,2,5,40,0,5
-1,1,1,5,-1,0,5
-1,5,2,5,-1,0,5
-1,7,1,5,-1,0,5
1,26,1,5,40,0,5
5,80,2,15,41,0,15
5,85,1,40,46,0,40
5,85,2,40,45,0,40
6,49,1,40,40,0,40
1,41,2,40,43,0,40
-1,8,2,40,-1,0,40
-1,8,2,40,-1,0,40
-1,7,2,40,-1,0,40
5,73,1,54,34,0,54
5,63,2,54,37,0,54
1,29,2,45,40,0,45
1,34,2,45,40,0,45
5,77,1,9,44,0,9
5,71,2,9,43,0,9
1,31,1,51,42,0,51
1,37,2,12,35,21,12
-1,12,1,12,-1,21,12
1,38,1,31,43,21,31
1,35,2,31,43,21,31
-1,10,1,31,-1,21,31
-1,5,1,31,-1,21,31
1,47,1,35,40,0,35
1,48,2,35,43,0,35
1,21,1,35,43,0,35
1,17,1,35,36,0,35
1,46,2,47,40,0,47
1,29,1,20,43,0,20
-1,5,1,20,-1,0,20
-1,2,2,20,-1,0,20
1,42,1,12,44,0,12
7,41,2,12,44,0,12
-1,9,1,12,-1,0,12
1,58,1,12,43,0,12
1,57,2,12,42,0,12
6,24,2,12,37,0,12
1,28,1,53,44,0,53
1,52,2,9,39,0,9
1,59,1,9,39,0,9
1,23,1,9,39,0,9
1,25,1,31,41,0,31
1,22,2,31,42,0,31
5,60,2,1,40,0,1
5,66,1,1,39,0,1
1,62,2,11,44,0,11
1,51,2,29,39,0,29
7,17,1,29,37,0,29
1,34,1,49,40,0,49
1,28,2,49,40,0,49
-1,3,2,49,-1,0,49
1,59,2,6,43,0,6
1,55,1,6,43,0,6
7,18,2,6,40,0,6
5,64,1,6,39,0,6
1,65,2,26,40,0,26
1,61,1,26,39,0,26
1,76,1,30,39,0,30
1,41,2,30,43,0,30
1,43,1,5,39,0,5
1,46,2,5,43,0,5
1,22,1,5,41,0,5
7,53,2,48,34,0,48
1,63,1,48,33,0,48
1,48,2,48,35,0,48
7,19,1,48,36,0,48
1,52,2,30,44,0,30
7,16,2,30,36,0,30
1,22,1,48,38,0,48
1,38,2,40,39,0,40
1,25,1,40,36,0,40
-1,9,1,40,-1,0,40
5,80,2,30,44,0,30
5,85,1,30,43,0,30
5,72,2,10,40,0,10
5,70,1,10,40,0,10
1,34,2,20,42,0,20
1,30,1,20,40,0,20
5,46,1,11,43,43,11
5,43,2,11,44,43,11
1,58,2,32,40,0,32
1,58,1,32,40,11,32
5,80,2,32,39,0,32
5,80,1,32,39,0,32
5,74,1,17,43,0,17
5,69,2,17,39,0,17
1,25,2,17,41,41,17
1,53,1,42,42,0,42
1,51,2,42,44,0,42
1,23,1,42,43,0,42
1,56,1,9,43,0,9
7,57,2,9,43,0,9
1,23,2,9,40,0,9
7,23,2,9,42,0,9
1,30,1,9,43,0,9
1,31,2,9,42,0,9
-1,1,1,9,-1,0,9
1,71,2,9,45,0,9
1,39,1,9,43,0,9
5,67,1,42,39,0,42
5,66,2,42,39,0,42
5,77,2,9,43,0,9
5,85,1,9,42,0,9
5,68,1,9,44,0,9
5,85,2,42,39,0,42
1,34,1,9,40,11,9
1,34,2,9,42,0,9
-1,4,1,9,-1,0,9
-1,3,1,9,-1,0,9
-1,1,1,9,-1,0,9
5,65,1,9,39,42,9
5,66,2,9,37,0,9
5,64,1,9,39,0,9
1,24,1,50,44,0,50
4,22,2,50,43,0,50
7,39,1,30,43,0,30
1,38,2,30,46,0,30
-1,6,2,30,-1,0,30
-1,5,2,30,-1,0,30
-1,1,1,30,-1,0,30
7,25,2,20,40,0,20
1,34,1,20,40,0,20
5,65,1,9,39,0,9
1,65,2,9,44,0,9
5,58,2,6,38,0,6
1,65,1,6,38,0,6
5,78,2,6,39,23,6
1,47,2,6,40,0,6
1,47,1,6,43,11,6
-1,9,1,6,-1,0,6
-1,10,1,6,-1,0,6
-1,11,1,6,-1,0,6
1,69,1,17,43,0,17
1,67,2,17,43,0,17
1,26,1,9,39,0,9
1,25,2,9,39,11,9
1,31,1,9,44,0,9
1,30,2,9,43,0,9
1,65,1,40,44,0,40
5,61,2,40,43,0,40
5,76,2,32,39,0,32
2,36,2,32,44,0,32
2,36,1,32,46,0,32
-1,10,1,32,-1,0,32
-1,3,2,32,-1,0,32
1,59,2,34,43,0,34
7,22,1,34,39,0,34
5,67,1,9,39,0,9
1,63,2,9,44,0,9
2,77,1,9,40,0,9
6,65,2,9,39,0,9
6,80,2,9,39,0,9
5,72,2,24,39,0,24
1,60,2,9,44,0,9
1,69,2,54,39,0,54
6,64,1,54,39,0,54
5,23,1,9,40,0,9
5,33,2,9,43,0,9
5,80,2,9,46,0,9
1,62,1,50,39,0,50
1,45,1,9,44,0,9
5,74,1,30,43,0,30
5,71,2,30,40,0,30
5,76,2,20,43,0,20
1,55,1,11,43,0,11
1,52,2,11,43,0,11
-1,13,1,11,-1,0,11
-1,13,1,11,-1,0,11
-1,14,2,11,-1,0,11
5,70,1,6,46,23,6
5,75,2,6,46,23,6
1,64,2,6,39,0,6
1,33,1,6,43,0,6
4,25,2,6,39,0,6
1,57,1,25,43,0,25
1,49,2,25,42,0,25
7,21,2,25,44,0,25
7,17,2,25,36,0,25
1,46,2,55,40,0,55
7,19,2,55,40,0,55
7,15,2,55,35,0,55
5,79,2,9,39,0,9
7,58,2,45,43,0,45
1,63,1,55,40,0,55
5,71,2,5,40,0,5
5,74,1,5,39,0,5
1,58,2,9,43,0,9
1,72,1,9,43,0,9
1,55,2,45,40,0,45
1,41,2,50,43,0,50
1,44,1,50,41,0,50
1,16,2,50,35,0,50
-1,14,2,50,-1,0,50
5,65,2,9,44,0,9
5,67,1,9,44,0,9
7,16,2,9,35,0,9
5,69,2,30,44,0,30
5,74,1,30,43,0,30
7,25,2,20,37,0,20
1,30,1,20,37,0,20
-1,4,1,20,-1,0,20
-1,1,1,20,-1,0,20
7,23,2,20,43,0,20
4,21,1,20,40,0,20
1,32,1,32,43,0,32
-1,2,1,32,-1,0,32
1,32,2,32,45,0,32
-1,0,1,32,-1,0,32
4,75,1,26,46,0,26
4,74,2,26,45,0,26
1,52,1,26,41,0,26
1,49,2,26,40,0,26
1,22,2,26,43,0,26
1,18,2,26,40,0,26
1,23,1,50,40,0,50
1,77,2,9,44,0,9
1,43,2,9,44,0,9
7,46,1,9,43,0,9
-1,10,2,9,-1,0,9
-1,10,1,9,-1,0,9
6,49,1,9,39,0,9
1,35,2,9,39,0,9
-1,6,2,9,-1,0,9
7,18,1,9,37,0,9
1,41,2,9,43,0,9
1,42,1,9,44,0,9
-1,7,1,9,-1,0,9
-1,7,2,9,-1,0,9
5,80,1,50,39,0,50
5,65,2,30,39,0,30
1,24,1,11,43,0,11
1,25,2,11,43,0,11
1,42,1,6,41,0,6
7,37,2,6,40,0,6
-1,9,1,6,-1,0,6
-1,7,2,6,-1,0,6
1,67,1,6,32,0,6
1,48,2,6,32,0,6
1,24,1,6,39,0,6
1,29,2,6,40,0,6
5,69,2,9,39,0,9
5,73,1,9,43,0,9
1,39,2,9,44,0,9
5,72,2,37,44,0,37
5,49,2,37,44,0,37
1,61,2,9,40,11,9
1,20,2,9,40,11,9
7,26,1,9,43,11,9
1,65,1,30,40,0,30
6,66,2,30,39,0,30
6,37,1,30,39,0,30
5,60,2,50,40,0,50
5,68,1,50,40,0,50
5,73,2,32,39,0,32
1,53,1,17,43,0,17
5,80,1,48,43,0,48
1,79,2,48,39,0,48
1,63,1,48,40,0,48
1,66,2,48,39,0,48
6,48,1,48,40,0,48
7,57,2,48,41,0,48
-1,8,1,48,-1,0,48
-1,9,1,48,-1,0,48
-1,10,1,48,-1,0,48
-1,11,1,48,-1,0,48
1,57,2,48,43,0,48
1,32,1,48,43,0,48
1,33,2,48,43,0,48
1,65,2,9,39,0,9
1,77,1,9,39,0,9
6,46,2,9,39,0,9
-1,13,2,9,-1,0,9
5,67,2,9,39,0,9
1,68,1,9,39,0,9
5,75,2,28,43,0,28
5,72,2,28,44,0,28
1,78,2,50,43,0,50
7,39,2,30,43,0,30
1,41,1,30,43,0,30
5,85,2,30,38,0,30
7,15,1,30,34,0,30
-1,10,2,30,-1,0,30
-1,9,1,30,-1,0,30
1,35,2,50,46,0,50
1,35,1,50,44,0,50
-1,0,1,50,-1,0,50
1,42,1,30,44,0,30
1,36,2,10,39,0,10
1,33,1,10,39,0,10
-1,0,2,10,-1,0,10
5,78,1,40,40,0,40
1,47,1,40,39,0,40
1,48,2,40,39,0,40
1,17,2,40,37,0,40
7,15,1,40,35,0,40
1,29,1,6,40,0,6
1,49,1,6,39,0,6
7,47,2,6,39,0,6
1,20,1,6,40,0,6
5,74,1,6,43,0,6
5,70,2,6,40,0,6
7,35,2,6,39,0,6
7,35,2,6,39,0,6
1,29,1,6,38,0,6
7,40,2,6,34,0,6
1,37,1,6,34,0,6
-1,12,1,6,-1,0,6
-1,9,1,6,-1,0,6
-1,7,1,6,-1,0,6
-1,4,2,6,-1,0,6
