PEMLR,PRTAGE,PESEX,STATE,PEEDUCA,PXRACE1,state
5,55,2,5,39,0,5
7,60,1,5,40,0,5
7,27,2,5,43,0,5
7,58,2,5,39,0,5
5,74,1,50,43,0,50
5,73,2,50,43,0,50
1,61,2,8,40,0,8
1,59,1,6,43,0,6
1,50,2,6,43,0,6
7,21,1,6,40,0,6
7,20,1,6,40,0,6
1,29,1,5,40,0,5
1,42,1,8,44,0,8
1,39,2,8,43,0,8
7,16,2,8,35,0,8
1,79,1,5,43,0,5
5,80,2,5,40,0,5
1,35,2,15,39,0,15
1,36,1,15,38,0,15
7,17,1,15,34,0,15
7,15,1,15,33,0,15
-1,13,2,15,-1,0,15
-1,10,1,15,-1,0,15
5,59,1,1,39,0,1
1,59,2,1,46,0,1
5,72,2,1,39,0,1
5,75,1,1,39,0,1
1,25,2,1,40,0,1
5,66,2,9,40,0,9
1,38,1,9,39,0,9
7,23,2,20,43,0,20
1,49,1,20,40,0,20
2,44,2,20,39,0,20
1,16,2,20,38,0,20
1,17,1,20,39,0,20
7,55,2,6,39,0,6
1,56,1,6,40,0,6
1,38,1,2,45,0,2
1,29,1,6,40,0,6
-1,3,2,6,-1,0,6
2,56,1,8,31,0,8
1,51,2,8,31,0,8
1,17,1,8,38,0,8
1,20,2,8,40,0,8
5,76,1,8,43,0,8
5,68,2,8,45,0,8
5,72,1,8,45,0,8
1,42,2,37,43,0,37
5,51,1,37,39,0,37
5,70,1,37,40,0,37
5,66,2,37,40,0,37
-1,14,2,37,-1,0,37
6,79,1,6,39,0,6
1,60,2,6,39,0,6
1,61,2,1,43,0,1
5,62,2,1,39,0,1
1,37,1,1,39,0,1
7,31,1,1,40,0,1
7,26,2,6,37,0,6
7,31,1,6,39,0,6
-1,3,2,6,-1,0,6
1,36,1,10,43,0,10
1,28,2,10,43,0,10
1,62,2,1,43,0,1
1,60,2,1,39,0,1
1,55,1,1,39,0,1
2,35,2,8,43,0,8
2,36,1,8,43,0,8
-1,4,2,8,-1,0,8
1,24,2,8,39,11,8
1,23,1,8,39,0,8
1,27,1,6,42,21,6
2,26,2,6,43,21,6
-1,0,2,6,-1,21,6
1,57,1,2,43,0,2
5,74,1,8,39,0,8
7,26,2,8,43,0,8
1,27,1,8,44,0,8
1,39,1,2,39,0,2
1,35,2,2,39,0,2
-1,8,1,2,-1,0,2
-1,3,1,2,-1,0,2
5,74,2,5,39,0,5
5,76,1,5,40,0,5
1,36,1,1,44,0,1
1,34,2,1,46,0,1
-1,2,2,1,-1,0,1
-1,0,2,1,-1,0,1
1,36,1,6,46,0,6
1,36,2,6,44,0,6
-1,2,1,6,-1,0,6
1,54,1,6,40,21,6
1,47,2,6,39,21,6
-1,12,1,6,-1,21,6
-1,10,2,6,-1,21,6
6,64,2,1,39,0,1
1,57,1,1,39,0,1
-1,5,1,1,-1,0,1
-1,6,1,1,-1,0,1
1,44,1,1,36,0,1
1,58,1,4,43,0,4
1,43,2,4,39,0,4
7,17,2,4,36,0,4
-1,9,1,4,-1,0,4
5,70,2,2,41,0,2
7,48,2,50,40,0,50
5,80,2,5,44,0,5
1,55,1,5,44,0,5
1,38,1,36,44,0,36
1,37,2,36,44,0,36
-1,0,2,36,-1,0,36
1,42,1,2,39,0,2
1,44,1,1,44,0,1
1,46,2,6,44,0,6
1,46,1,6,42,11,6
-1,10,2,6,-1,0,6
-1,7,2,6,-1,0,6
1,45,2,36,45,0,36
1,44,1,36,43,0,36
-1,6,2,36,-1,0,36
-1,5,1,36,-1,0,36
-1,1,2,36,-1,0,36
-1,37,1,10,44,0,10
7,38,2,10,44,0,10
-1,8,1,10,-1,0,10
-1,0,2,10,-1,0,10
7,41,2,20,44,0,20
1,41,1,20,43,0,20
-1,12,1,20,-1,0,20
-1,10,1,20,-1,0,20
-1,8,1,20,-1,0,20
-1,5,2,20,-1,0,20
5,72,2,30,44,0,30
1,43,1,30,44,0,30
3,33,2,30,43,0,30
-1,6,2,30,-1,0,30
-1,4,1,30,-1,0,30
-1,3,1,30,-1,0,30
-1,0,2,30,-1,0,30
5,80,2,30,39,0,30
1,53,2,30,44,21,30
-1,12,1,30,-1,21,30
1,45,1,30,39,0,30
2,44,2,30,39,0,30
-1,10,1,30,-1,0,30
1,37,2,40,38,0,40
-1,7,1,40,-1,0,40
1,40,1,40,39,0,40
7,17,2,40,39,0,40
-1,13,2,40,-1,0,40
-1,10,2,40,-1,0,40
-1,8,2,40,-1,0,40
6,58,1,40,42,0,40
7,22,1,40,39,0,40
6,35,1,40,39,0,40
6,36,2,40,39,0,40
4,17,2,40,35,0,40
-1,11,1,40,-1,0,40
1,58,1,40,42,0,40
1,58,2,40,39,0,40
1,47,2,40,39,0,40
1,46,1,40,37,0,40
1,23,1,40,37,0,40
1,23,1,40,39,0,40
1,39,2,50,40,0,50
7,16,1,50,36,0,50
-1,11,2,50,-1,0,50
-1,9,2,50,-1,0,50
5,68,1,50,44,0,50
1,69,2,50,41,0,50
1,20,1,50,39,0,50
1,38,2,50,39,0,50
6,38,1,50,39,0,50
7,18,1,50,37,0,50
-1,12,2,50,-1,0,50
1,20,2,50,39,0,50
5,69,1,50,39,0,50
1,27,2,48,43,21,48
1,36,2,1,44,0,1
1,40,2,1,44,0,1
1,39,2,1,43,0,1
1,39,1,1,46,0,1
-1,9,1,1,-1,0,1
-1,7,1,1,-1,0,1
-1,5,1,1,-1,0,1
5,64,2,10,39,0,10
5,70,1,10,39,0,10
1,31,1,10,39,0,10
5,85,2,1,39,0,1
1,67,2,1,41,0,1
1,69,2,1,44,0,1
1,64,1,1,42,0,1
1,31,1,1,43,0,1
7,30,2,1,41,0,1
-1,11,1,1,-1,0,1
-1,6,1,1,-1,0,1
7,15,1,1,35,0,1
-1,4,1,1,-1,0,1
-1,3,1,1,-1,0,1
1,61,1,21,41,0,21
1,35,1,21,39,0,21
1,55,1,21,41,0,21
1,35,1,21,39,0,21
5,68,1,21,39,0,21
5,66,2,21,42,0,21
1,34,1,21,40,0,21
1,35,2,21,42,0,21
-1,13,1,21,-1,0,21
1,58,1,21,43,0,21
5,53,2,21,40,0,21
7,20,1,21,40,0,21
5,73,1,21,42,0,21
5,70,2,21,42,0,21
5,80,1,21,39,0,21
5,68,1,21,44,0,21
5,66,2,21,46,0,21
6,68,2,21,43,0,21
1,22,2,21,40,0,21
1,62,1,31,43,0,31
5,59,2,31,42,0,31
1,22,2,31,39,0,31
1,52,1,31,40,0,31
5,60,2,31,40,0,31
1,47,1,31,43,0,31
1,46,2,31,43,0,31
4,18,1,31,37,0,31
7,16,1,31,35,0,31
1,49,1,31,43,0,31
1,49,2,31,43,0,31
1,19,1,31,40,0,31
7,15,1,31,36,0,31
5,71,2,31,40,0,31
1,67,2,31,39,0,31
5,70,1,31,39,0,31
1,27,2,31,43,0,31
1,29,1,31,43,0,31
1,31,2,31,44,0,31
1,30,1,31,43,0,31
5,80,2,31,45,0,31
5,80,2,41,40,0,41
5,65,1,41,36,0,41
1,72,1,41,40,0,41
1,62,2,41,43,0,41
5,85,2,41,42,0,41
5,80,2,41,40,0,41
5,61,2,41,40,0,41
1,53,1,41,39,0,41
1,36,2,41,40,0,41
1,16,2,41,36,0,41
-1,9,1,41,-1,0,41
-1,10,2,41,-1,0,41
1,46,1,41,43,0,41
7,29,2,51,39,0,51
1,28,1,51,39,0,51
-1,4,2,51,-1,0,51
5,71,2,51,39,0,51
5,69,1,51,34,0,51
5,74,2,51,39,0,51
5,85,2,51,40,0,51
5,78,2,51,40,0,51
1,77,1,51,40,0,51
1,26,1,51,39,0,51
1,19,1,51,37,0,51
-1,9,1,51,-1,0,51
5,85,2,1,39,0,1
3,58,2,6,42,0,6
1,60,1,6,39,11,6
7,30,2,6,39,11,6
1,38,2,8,44,0,8
1,38,1,8,43,0,8
-1,3,2,8,-1,0,8
7,41,2,2,45,0,2
1,40,1,2,43,0,2
-1,9,2,2,-1,0,2
-1,8,1,2,-1,0,2
5,75,1,12,39,0,12
1,49,2,12,40,0,12
7,17,2,12,37,0,12
1,71,1,12,43,0,12
1,68,2,12,42,0,12
1,19,1,12,40,0,12
7,40,2,12,39,0,12
7,21,1,12,39,0,12
7,17,2,12,34,0,12
7,16,2,12,35,0,12
7,15,2,12,35,0,12
7,18,2,12,35,0,12
6,58,2,22,37,0,22
6,23,2,22,35,0,22
6,29,1,22,39,0,22
5,68,2,22,41,0,22
1,40,1,22,39,0,22
6,50,1,22,40,0,22
1,48,2,22,43,0,22
5,67,1,22,41,0,22
5,70,2,22,42,0,22
1,40,1,22,43,0,22
7,39,2,22,39,0,22
-1,11,2,22,-1,0,22
-1,0,1,22,-1,0,22
1,43,2,22,43,0,22
1,43,1,22,44,0,22
-1,13,1,22,-1,0,22
-1,11,2,22,-1,0,22
5,62,2,42,43,0,42
1,63,1,42,44,0,42
1,30,2,42,44,0,42
5,67,1,42,43,0,42
5,78,1,42,39,0,42
5,72,2,42,39,0,42
1,59,1,42,42,0,42
1,44,1,42,39,0,42
1,43,2,42,44,0,42
7,17,2,42,36,0,42
-1,12,2,42,-1,0,42
5,65,2,42,43,0,42
1,28,1,42,43,0,42
6,64,2,42,34,0,42
1,32,2,42,43,0,42
1,29,1,42,44,0,42
-1,0,2,42,-1,0,42
1,51,1,42,43,0,42
1,45,2,42,43,0,42
-1,11,1,42,-1,0,42
5,69,2,42,40,0,42
1,25,1,42,39,0,42
1,60,2,42,39,0,42
7,56,1,42,39,0,42
5,59,1,35,44,0,35
1,60,2,35,44,0,35
1,38,1,2,39,0,2
5,65,2,2,39,0,2
5,22,1,13,39,0,13
5,55,2,13,39,0,13
-1,14,2,13,-1,0,13
5,75,2,13,40,0,13
1,48,1,13,44,0,13
7,37,2,13,44,0,13
-1,14,1,13,-1,0,13
-1,6,1,13,-1,0,13
7,35,1,13,43,0,13
7,36,2,13,43,0,13
-1,2,2,13,-1,0,13
1,45,1,13,43,0,13
1,40,2,13,44,0,13
-1,11,1,13,-1,0,13
-1,9,1,13,-1,0,13
1,30,2,13,41,0,13
1,50,1,13,39,0,13
1,53,2,13,39,0,13
7,17,2,13,39,0,13
1,61,2,13,43,0,13
6,58,1,13,43,0,13
1,62,1,13,39,0,13
5,79,2,13,43,0,13
1,54,2,13,44,0,13
6,59,1,13,43,0,13
1,50,2,13,39,0,13
1,47,1,13,39,0,13
1,21,2,13,34,0,13
7,15,2,13,35,0,13
1,39,2,13,39,0,13
7,55,2,13,37,0,13
1,22,1,13,39,0,13
7,18,1,13,36,0,13
-1,13,1,13,-1,0,13
1,60,1,13,39,0,13
1,62,2,13,44,0,13
1,30,1,13,39,0,13
1,29,1,13,43,0,13
1,37,1,13,43,0,13
1,23,1,23,39,0,23
1,35,1,33,39,0,33
7,35,2,33,39,0,33
-1,10,1,33,-1,0,33
-1,7,2,33,-1,0,33
-1,5,2,33,-1,0,33
1,37,1,33,44,0,33
2,34,2,33,43,0,33
-1,6,1,33,-1,0,33
-1,5,1,33,-1,0,33
-1,0,2,33,-1,0,33
5,65,2,33,39,0,33
5,66,1,33,40,0,33
5,55,1,53,39,0,53
6,48,2,53,40,0,53
5,80,2,53,39,0,53
1,52,2,53,43,0,53
1,51,1,53,45,0,53
-1,13,1,53,-1,0,53
1,27,1,6,39,21,6
1,27,2,6,43,21,6
5,80,1,4,41,0,4
5,80,1,4,43,0,4
5,80,2,4,43,0,4
5,78,2,4,44,0,4
5,80,1,4,43,0,4
5,68,1,24,39,0,24
1,54,2,24,40,0,24
1,56,1,24,40,0,24
1,46,2,24,39,0,24
1,53,1,24,39,0,24
1,22,1,24,39,0,24
1,18,1,24,39,0,24
1,17,1,24,37,0,24
1,70,1,34,39,0,34
5,61,2,34,41,0,34
1,39,1,34,43,0,34
7,40,2,34,44,0,34
4,41,2,34,39,0,34
5,85,2,34,39,0,34
1,61,2,44,44,0,44
1,23,1,54,39,0,54
1,45,1,54,44,0,54
1,46,2,54,44,0,54
1,17,2,54,37,0,54
-1,14,1,54,-1,0,54
5,72,1,54,40,0,54
5,70,2,54,39,0,54
7,17,2,54,36,0,54
6,58,2,54,39,0,54
6,64,1,54,36,0,54
1,27,1,54,43,0,54
7,26,2,54,37,0,54
-1,0,2,54,-1,0,54
7,59,2,54,43,0,54
1,61,1,54,43,0,54
1,39,2,54,43,0,54
1,38,1,54,44,0,54
-1,3,2,54,-1,0,54
7,45,2,54,39,0,54
1,52,1,54,44,0,54
4,21,1,54,39,0,54
7,19,1,54,40,0,54
1,35,2,54,36,0,54
7,19,2,54,39,0,54
7,15,1,54,33,0,54
1,41,1,54,35,0,54
7,55,1,54,40,0,54
4,42,1,54,39,0,54
5,71,2,54,38,0,54
5,85,2,54,37,0,54
5,62,1,6,43,0,6
5,80,2,5,39,0,5
4,39,2,5,42,0,5
-1,13,2,5,-1,0,5
-1,7,2,5,-1,0,5
-1,4,1,5,-1,0,5
5,80,2,5,37,0,5
1,49,1,5,39,0,5
7,42,2,5,42,0,5
1,39,1,5,44,0,5
7,35,2,5,44,0,5
-1,8,2,5,-1,0,5
1,30,2,5,43,0,5
1,33,1,5,42,0,5
-1,5,1,5,-1,0,5
-1,2,1,5,-1,0,5
2,64,2,15,39,0,15
1,45,2,15,40,0,15
1,24,2,15,39,0,15
1,24,1,15,39,0,15
1,59,1,15,44,0,15
7,21,1,25,40,0,25
7,21,1,25,40,0,25
7,26,1,25,42,0,25
1,61,1,25,40,0,25
1,60,2,25,43,0,25
7,21,1,25,40,0,25
7,19,1,25,40,0,25
-1,14,1,25,-1,0,25
5,79,1,25,43,0,25
5,70,2,25,39,0,25
5,80,2,25,43,0,25
1,48,2,25,43,0,25
1,50,1,25,43,0,25
1,43,2,25,42,0,25
1,18,1,25,37,0,25
-1,12,2,25,-1,0,25
5,60,1,35,41,0,35
1,60,2,35,40,0,35
5,65,2,35,40,0,35
5,77,1,35,40,0,35
5,56,1,35,40,0,35
4,50,2,35,41,0,35
1,29,1,35,39,0,35
1,60,1,45,39,0,45
1,56,2,45,39,0,45
6,53,2,45,39,0,45
5,80,1,45,43,0,45
1,78,2,45,44,0,45
1,64,1,45,38,0,45
1,64,1,45,34,0,45
6,55,2,45,40,0,45
1,57,1,45,43,0,45
4,23,1,45,38,0,45
4,19,1,45,39,0,45
5,67,1,45,42,0,45
5,62,2,45,42,0,45
5,64,2,45,40,0,45
6,42,1,45,39,0,45
1,43,1,45,38,0,45
1,41,2,45,38,0,45
4,19,2,45,38,0,45
7,15,2,45,35,0,45
-1,14,1,45,-1,0,45
5,63,1,45,38,0,45
5,60,2,45,38,0,45
1,47,2,55,41,0,55
1,21,1,55,41,0,55
5,85,2,55,40,0,55
5,61,2,55,40,0,55
1,73,2,55,41,0,55
6,49,2,55,43,0,55
7,17,1,55,35,0,55
1,55,1,55,39,0,55
6,59,2,55,39,0,55
1,45,2,55,43,0,55
1,35,2,55,39,0,55
7,17,1,55,37,0,55
-1,11,2,55,-1,0,55
7,15,1,55,36,0,55
1,40,1,55,42,0,55
5,80,2,55,39,0,55
1,24,1,55,40,0,55
2,30,2,55,41,0,55
1,63,2,6,40,0,6
1,56,1,6,40,0,6
1,57,2,6,42,0,6
1,23,2,6,43,0,6
1,21,2,6,42,0,6
1,55,1,6,39,0,6
7,49,2,6,43,0,6
-1,50,1,6,39,0,6
1,16,2,6,37,0,6
-1,10,2,6,-1,0,6
1,42,1,6,43,0,6
7,44,2,6,43,0,6
-1,6,2,6,-1,0,6
-1,10,2,6,-1,0,6
5,80,1,6,39,0,6
5,78,2,6,39,0,6
4,53,2,6,39,21,6
1,20,1,6,39,21,6
-1,12,2,6,-1,21,6
5,85,2,6,39,0,6
5,73,1,6,43,0,6
5,50,2,6,43,0,6
2,69,2,6,46,0,6
5,69,1,6,46,0,6
7,43,2,6,33,0,6
7,17,2,6,37,0,6
-1,6,2,6,-1,0,6
1,74,2,6,42,23,6
1,72,1,6,43,23,6
7,55,2,6,43,0,6
7,17,1,6,36,0,6
-1,13,1,6,-1,0,6
1,57,2,16,43,0,16
2,52,1,16,43,0,16
7,49,2,16,43,0,16
-1,14,2,16,-1,0,16
6,68,2,16,39,0,16
4,65,2,16,41,0,16
5,65,1,16,39,0,16
1,40,1,16,39,0,16
1,31,2,16,39,0,16
1,34,1,16,39,21,16
1,31,2,16,39,21,16
-1,8,1,16,-1,21,16
-1,6,1,16,-1,21,16
-1,6,1,16,-1,21,16
5,54,2,16,40,41,16
1,43,2,26,39,0,26
4,16,2,26,35,0,26
-1,14,2,26,-1,0,26
-1,13,1,26,-1,0,26
7,43,1,26,40,0,26
1,42,2,26,43,0,26
1,18,1,26,40,0,26
5,77,1,26,39,0,26
5,70,2,26,40,0,26
1,45,1,26,43,0,26
1,74,2,26,46,0,26
-1,8,1,26,-1,0,26
-1,9,2,26,-1,0,26
2,20,1,26,39,0,26
5,80,2,36,33,0,36
5,78,2,36,39,0,36
7,57,1,36,39,0,36
5,67,2,36,39,0,36
1,50,1,36,44,0,36
1,38,2,36,43,0,36
1,43,1,36,39,0,36
7,15,1,36,35,0,36
7,15,1,36,35,0,36
-1,12,1,36,-1,0,36
-1,7,2,36,-1,0,36
5,68,1,36,44,0,36
5,67,2,36,43,0,36
1,51,1,36,44,0,36
1,49,2,36,42,0,36
1,22,1,36,43,0,36
5,77,1,36,43,0,36
5,75,2,36,43,0,36
5,59,2,36,39,0,36
1,44,2,36,40,0,36
1,49,1,36,39,0,36
1,19,1,36,39,0,36
-1,8,1,36,-1,0,36
5,85,2,36,42,0,36
5,66,1,36,39,0,36
7,21,1,46,36,0,46
1,59,1,46,39,0,46
1,19,2,46,39,0,46
1,54,2,46,39,0,46
1,39,2,46,43,0,46
1,38,1,46,43,0,46
1,43,2,46,43,0,46
1,46,1,46,43,0,46
-1,11,1,46,-1,0,46
-1,8,2,46,-1,0,46
6,59,2,56,42,0,56
1,34,1,56,40,0,56
5,77,1,56,40,0,56
5,74,2,56,40,0,56
1,35,2,56,40,0,56
1,38,1,56,39,0,56
1,37,2,56,42,0,56
1,41,2,56,38,0,56
1,35,1,6,44,21,6
1,33,2,6,41,21,6
-1,4,2,6,-1,21,6
-1,6,2,6,-1,21,6
-1,6,2,6,-1,21,6
1,57,1,6,40,0,6
1,67,2,6,43,0,6
2,46,2,8,39,0,8
1,24,1,8,36,0,8
5,72,1,17,39,0,17
1,59,2,17,44,0,17
1,65,1,17,46,0,17
5,85,1,17,43,0,17
5,80,2,17,43,0,17
1,51,1,17,43,0,17
1,50,2,17,43,0,17
5,71,2,17,41,0,17
1,56,2,17,44,0,17
1,61,1,17,43,0,17
1,41,1,27,44,0,27
1,43,2,27,44,0,27
-1,9,1,27,-1,0,27
-1,7,1,27,-1,0,27
5,68,2,27,38,0,27
5,76,1,27,42,0,27
1,75,2,27,44,0,27
5,85,2,27,39,0,27
5,80,1,27,43,0,27
5,85,2,27,39,0,27
1,54,1,27,40,0,27
5,80,2,27,40,0,27
1,23,2,27,40,0,27
5,76,1,27,41,0,27
5,78,2,27,40,0,27
1,37,2,37,42,0,37
1,57,1,37,40,0,37
1,17,2,37,39,0,37
7,16,1,37,35,0,37
-1,10,2,37,-1,0,37
1,56,2,37,39,0,37
5,85,2,37,40,0,37
5,66,1,37,43,0,37
5,58,2,37,43,0,37
1,52,1,37,39,0,37
1,22,1,37,39,0,37
1,23,2,37,43,0,37
5,65,2,37,41,0,37
1,74,2,47,39,0,47
-1,9,1,47,-1,0,47
-1,7,1,47,-1,0,47
1,53,2,47,44,0,47
6,36,1,47,39,0,47
5,73,2,47,43,0,47
5,68,1,47,43,0,47
1,62,2,47,42,0,47
1,61,1,8,43,0,8
1,61,2,8,42,0,8
6,58,1,8,39,0,8
1,46,1,8,39,0,8
1,57,1,8,43,0,8
1,54,2,8,44,0,8
1,45,2,8,43,0,8
5,43,1,8,39,0,8
5,79,2,8,39,0,8
1,40,1,8,40,0,8
6,59,2,8,38,0,8
1,52,2,18,44,0,18
7,22,2,18,39,0,18
5,79,1,18,45,0,18
1,59,1,18,38,0,18
5,80,2,18,38,0,18
1,34,2,18,43,0,18
1,34,1,18,40,0,18
1,51,2,18,39,0,18
1,51,1,18,39,0,18
4,48,1,18,43,0,18
1,20,2,18,40,0,18
1,37,1,28,44,0,28
1,37,2,28,43,0,28
1,35,1,28,39,0,28
1,33,2,28,41,0,28
-1,0,1,28,-1,0,28
-1,8,1,28,-1,0,28
-1,5,2,28,-1,0,28
5,64,1,28,40,0,28
5,61,2,28,40,0,28
1,74,1,28,43,0,28
5,67,2,28,40,0,28
1,43,2,28,44,0,28
1,42,1,28,44,0,28
7,15,2,28,35,0,28
-1,11,2,28,-1,0,28
1,72,1,28,42,0,28
5,68,2,28,39,0,28
1,38,2,38,43,0,38
1,36,1,38,43,0,38
-1,9,2,38,-1,0,38
-1,8,1,38,-1,0,38
-1,6,2,38,-1,0,38
1,21,1,38,39,0,38
1,23,2,38,40,0,38
1,54,2,38,41,0,38
1,54,1,38,40,0,38
7,21,1,38,42,0,38
1,29,1,38,40,0,38
7,27,2,38,40,0,38
-1,1,1,38,-1,0,38
5,76,1,38,41,0,38
7,62,2,38,40,0,38
1,55,2,38,40,0,38
1,22,1,38,39,0,38
1,24,1,38,39,0,38
5,76,1,48,39,0,48
1,54,2,48,46,0,48
1,54,1,48,46,0,48
7,53,2,48,44,0,48
7,22,1,48,43,0,48
7,19,1,48,39,0,48
1,61,2,48,31,21,48
1,29,1,48,39,0,48
5,71,1,48,40,0,48
5,76,2,48,41,0,48
1,56,2,48,44,0,48
1,22,1,48,41,0,48
1,47,1,48,43,0,48
5,78,1,48,39,0,48
7,44,2,48,44,0,48
-1,5,2,48,-1,0,48
-1,0,1,48,-1,0,48
1,44,1,48,31,0,48
1,43,1,48,43,0,48
7,42,2,48,41,0,48
-1,12,2,48,-1,0,48
-1,8,1,48,-1,0,48
1,56,1,48,44,0,48
1,55,2,48,43,0,48
1,51,1,48,43,0,48
7,18,2,48,40,0,48
-1,10,2,48,-1,0,48
1,35,1,8,44,0,8
1,34,2,8,44,0,8
-1,1,2,8,-1,0,8
1,20,1,8,39,0,8
1,59,2,8,39,0,8
1,55,1,8,39,0,8
1,46,1,9,39,0,9
1,16,1,9,37,0,9
5,68,2,9,39,0,9
5,69,1,9,39,0,9
1,40,2,9,41,0,9
6,55,2,19,39,0,19
5,66,2,19,43,0,19
5,68,1,19,40,0,19
5,67,1,19,39,0,19
1,30,1,19,43,0,19
1,31,2,19,43,0,19
-1,1,1,19,-1,0,19
4,36,2,19,41,0,19
7,17,1,19,36,0,19
-1,12,1,19,-1,0,19
-1,11,1,19,-1,0,19
1,49,1,19,39,0,19
1,53,1,29,39,0,29
7,37,2,29,39,0,29
1,38,1,29,41,0,29
7,16,2,29,36,0,29
-1,13,1,29,-1,0,29
-1,11,2,29,-1,0,29
-1,7,2,29,-1,0,29
6,60,2,29,39,0,29
1,30,1,29,43,0,29
1,31,2,29,43,0,29
6,54,2,29,38,0,29
1,31,2,29,40,0,29
-1,9,1,29,-1,0,29
1,48,1,29,39,0,29
1,21,1,29,39,0,29
5,67,2,29,41,0,29
1,37,2,29,42,0,29
5,68,1,29,35,0,29
5,66,2,29,39,0,29
5,80,1,29,40,0,29
1,32,2,29,39,0,29
-1,14,1,29,-1,0,29
-1,10,1,29,-1,0,29
4,51,1,39,43,0,39
1,48,2,39,43,0,39
2,65,2,39,45,0,39
1,49,2,39,40,0,39
1,55,1,39,43,0,39
1,55,2,39,43,0,39
7,18,1,39,37,0,39
7,17,2,39,36,0,39
1,34,1,39,41,0,39
1,42,2,39,39,0,39
-1,7,2,39,-1,0,39
-1,4,1,39,-1,0,39
-1,0,1,39,-1,0,39
1,36,1,39,39,0,39
1,33,2,39,39,0,39
-1,9,1,39,-1,0,39
-1,5,2,39,-1,0,39
4,57,1,39,43,0,39
1,37,2,49,39,0,49
1,38,1,49,38,0,49
1,25,1,49,39,0,49
7,16,1,49,35,0,49
-1,12,1,49,-1,0,49
1,38,1,49,39,0,49
5,72,1,49,41,11,49
5,67,2,49,43,11,49
1,27,1,49,40,0,49
5,71,2,6,43,0,6
1,63,1,6,43,0,6
1,51,2,6,33,0,6
2,61,1,6,33,0,6
1,29,1,6,43,0,6
1,25,1,6,40,0,6
4,21,1,6,40,0,6
1,52,1,6,42,21,6
5,55,1,6,42,21,6
5,55,2,6,42,21,6
1,65,1,6,43,21,6
1,65,1,6,43,21,6
7,48,2,6,42,21,6
-1,13,1,6,-1,21,6
-1,14,1,6,-1,21,6
7,15,2,6,34,21,6
1,35,2,6,43,0,6
1,56,1,6,43,0,6
1,65,2,6,39,11,6
5,85,2,6,39,0,6
5,80,1,6,40,0,6
5,79,2,6,40,0,6
1,54,1,6,39,0,6
1,59,2,6,40,13,6
7,28,1,6,39,13,6
1,31,1,6,43,0,6
1,30,2,6,43,0,6
5,70,2,6,40,0,6
1,55,2,6,43,0,6
1,53,1,6,46,0,6
-1,6,1,6,-1,0,6
-1,7,1,6,-1,0,6
-1,8,1,6,-1,0,6
6,69,1,38,37,0,38
6,61,2,38,40,0,38
5,77,1,12,43,0,12
5,71,2,12,44,0,12
6,54,1,1,43,0,1
1,25,1,1,39,0,1
5,71,2,37,44,0,37
5,76,1,37,44,0,37
1,34,1,1,43,0,1
1,34,2,1,39,0,1
-1,11,2,1,-1,0,1
-1,7,1,1,-1,0,1
-1,4,1,1,-1,0,1
6,63,1,1,39,0,1
5,58,1,37,44,0,37
5,51,2,37,43,0,37
1,46,2,38,43,0,38
1,47,1,38,43,0,38
7,19,1,38,39,0,38
7,16,2,38,35,0,38
7,16,2,38,35,0,38
5,85,2,37,40,0,37
1,52,1,2,43,0,2
1,52,2,2,43,0,2
5,78,1,33,39,0,33
5,73,2,33,39,0,33
2,43,2,37,43,0,37
6,43,1,37,39,0,37
-1,14,2,37,-1,0,37
-1,9,2,37,-1,0,37
4,61,1,48,38,0,48
1,58,1,48,39,41,48
7,59,2,48,39,41,48
1,48,1,6,43,0,6
6,60,1,6,40,0,6
7,33,2,32,38,21,32
1,53,1,32,38,21,32
-1,1,2,32,-1,21,32
5,68,2,6,38,0,6
4,36,2,19,43,0,19
-1,13,1,19,-1,0,19
1,31,1,47,39,0,47
5,66,2,47,39,0,47
1,62,1,12,43,0,12
5,60,2,12,39,0,12
5,85,1,1,43,0,1
1,40,1,31,44,0,31
1,38,2,31,43,0,31
-1,12,1,31,-1,0,31
-1,10,2,31,-1,0,31
-1,7,1,31,-1,0,31
1,58,2,6,43,21,6
5,78,1,6,43,21,6
5,85,2,44,39,0,44
5,74,2,48,42,0,48
1,80,1,48,41,0,48
1,50,1,48,43,21,48
7,49,2,48,43,21,48
4,26,2,48,42,21,48
7,19,1,48,40,21,48
5,72,1,46,43,0,46
5,75,2,46,39,0,46
7,56,2,48,39,0,48
1,53,1,48,39,0,48
1,56,2,39,43,0,39
6,58,1,39,41,0,39
1,47,1,6,46,0,6
7,56,2,6,43,0,6
7,18,1,6,38,0,6
6,49,1,48,42,0,48
1,50,2,48,42,0,48
1,23,1,48,40,0,48
1,20,2,48,40,0,48
6,28,2,6,39,0,6
1,66,1,6,32,0,6
7,63,2,6,34,0,6
7,41,2,6,43,0,6
1,20,2,6,40,0,6
1,28,2,28,39,0,28
1,29,1,28,39,0,28
-1,10,1,28,-1,0,28
-1,9,2,28,-1,0,28
-1,2,2,28,-1,0,28
5,62,2,23,39,0,23
5,80,2,23,39,0,23
5,80,1,23,34,0,23
1,56,2,48,43,0,48
1,59,1,48,46,0,48
1,53,1,18,42,0,18
1,52,2,18,43,0,18
1,58,2,6,41,0,6
2,61,1,6,38,0,6
1,32,2,36,44,0,36
1,34,1,36,43,0,36
1,22,1,13,43,0,13
5,80,2,33,39,0,33
4,48,1,17,43,0,17
4,54,2,18,41,0,18
